UDI,Air_Temperature_K,Process_Temperature_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_min,Pressure_bar,Vibration_mm_s,Machine_Failure,Failure_Type
1478,302.24,312.3,1621.9,61.74,44,4.9,2.26,1,Power Failure
1479,302.58,316.1,1795.5,60.85,182,5.29,0.64,1,Power Failure
1480,299.14,313.99,1620.2,42.13,5,6.36,1.87,0,No Failure
1481,302.77,314.96,1449.4,57.63,196,7.03,0.99,0,No Failure
1482,296.14,307.32,1367.9,62.09,3,6.18,6.81,0,No Failure
1483,300.17,313.7,1759.0,59.38,158,5.62,0.5,1,Power Failure
1484,295.05,309.14,1144.3,81.05,88,7.3,2.44,1,Power Failure
1485,298.08,310.82,1257.5,59.13,147,5.12,0.9,0,No Failure
1486,298.48,313.32,1400.6,59.01,167,6.74,1.95,0,No Failure
1487,298.76,309.02,1809.4,50.69,82,5.15,2.41,1,Power Failure
1488,301.61,314.13,1594.9,52.09,26,6.02,4.44,0,No Failure
1489,298.69,312.28,1258.0,63.37,17,5.36,1.68,0,No Failure
1490,299.26,313.58,1422.4,71.26,141,5.43,2.35,1,Power Failure
1491,297.26,308.15,1346.4,54.53,125,5.05,5.8,0,No Failure
1492,298.55,312.55,1322.6,69.83,178,7.11,5.79,1,Power Failure
1493,297.16,309.92,1744.7,40.09,122,4.62,9.45,0,No Failure
1494,295.7,307.68,1157.1,63.25,101,4.61,1.06,0,No Failure
1495,300.73,311.39,1902.2,50.66,96,8.05,9.55,0,No Failure
1496,301.35,315.67,1707.1,74.61,6,6.67,1.86,1,Power Failure
1497,300.89,311.67,1772.7,53.8,81,2.64,6.66,1,Power Failure
1498,299.4,310.95,1384.3,42.3,234,4.82,4.31,0,No Failure
1499,298.61,310.06,1462.5,42.76,210,3.33,1.61,1,Tool Wear Failure
1500,303.2,317.56,1141.7,69.51,79,4.36,8.29,0,No Failure
